locale_id,title,id_imdb,genre_imdb
423,E.T. the Extra-Terrestrial (1982),tt0083866,Adventure|Family|Sci-Fi
424,Children of the Corn: The Gathering (1996),,
425,Bob Roberts (1992),tt0103850,Comedy|Drama
426,"Transformers: The Movie, The (1986)",,
427,To Kill a Mockingbird (1962),tt0056592,Crime|Drama
428,Harold and Maude (1971),tt0067185,Comedy|Drama|Romance
429,"Day the Earth Stood Still, The (1951)",tt0043456,Drama|Sci-Fi
430,Duck Soup (1933),tt0023969,Comedy|Musical
431,Highlander (1986),tt0091203,Action|Adventure|Fantasy
432,Fantasia (1940),tt0032455,Animation|Family|Fantasy|Music|Musical
433,Heathers (1989),tt0097493,Comedy|Crime
434,Forbidden Planet (1956),tt0049223,Adventure|Sci-Fi
435,Butch Cassidy and the Sundance Kid (1969),tt0064115,Biography|Crime|Drama|Western
436,"American Werewolf in London, An (1981)",tt0082010,Comedy|Horror
437,Amityville 1992: It's About Time (1992),tt0103678,Horror
438,Amityville 3-D (1983),tt0085159,Horror
439,Amityville: A New Generation (1993),tt0106262,Horror
440,Amityville II: The Possession (1982),tt0083550,Horror
441,"Amityville Horror, The (1979)",tt0078767,Horror
442,"Amityville Curse, The (1990)",tt0099030,Horror
443,"Birds, The (1963)",tt0056869,Drama|Horror|Mystery|Romance
444,"Blob, The (1958)",tt0051418,Horror|Sci-Fi
445,"Body Snatcher, The (1945)",tt0037549,Horror|Thriller
446,Burnt Offerings (1976),tt0074258,Horror|Mystery|Thriller
447,Carrie (1976),tt0074285,Horror|Mystery
448,"Omen, The (1976)",tt0075005,Horror|Mystery
449,Star Trek: The Motion Picture (1979),tt0079945,Adventure|Mystery|Sci-Fi
450,Star Trek V: The Final Frontier (1989),tt0098382,Action|Adventure|Fantasy|Sci-Fi|Thriller
451,Grease (1978),tt0077631,Comedy|Musical|Romance
452,Jaws 2 (1978),tt0077766,Adventure|Horror|Thriller
453,Jaws 3-D (1983),tt0085750,Adventure|Horror|Thriller
454,Bastard Out of Carolina (1996),tt0115633,Drama
455,Jackie Chan's First Strike (1996),,
456,Beverly Hills Ninja (1997),tt0118708,Action|Comedy
457,Free Willy 3: The Rescue (1997),tt0119152,Adventure|Drama|Family
458,Nixon (1995),tt0113987,Biography|Drama|History
459,"Cry, the Beloved Country (1995)",tt0112749,Drama|Thriller
460,"Crossing Guard, The (1995)",tt0112744,Drama|Thriller
461,Smoke (1995),tt0114478,Comedy|Drama
462,Like Water For Chocolate (Como agua para chocolate) (1992),tt0103994,Drama|Romance
463,"Secret of Roan Inish, The (1994)",tt0111112,Drama|Family|Fantasy|Mystery
464,Vanya on 42nd Street (1994),tt0111590,Comedy|Drama|Romance
465,"Jungle Book, The (1994)",tt0110213,Adventure|Family|Romance
466,Red Rock West (1992),tt0105226,Crime|Drama|Thriller
467,"Bronx Tale, A (1993)",tt0106489,Crime|Drama
468,Rudy (1993),tt0108002,Biography|Drama|Sport
469,Short Cuts (1993),tt0108122,Comedy|Drama
470,Tombstone (1993),tt0108358,Biography|Drama|History|Western
471,Courage Under Fire (1996),tt0115956,Action|Drama|Mystery|Thriller|War
472,Dragonheart (1996),tt0116136,Action|Adventure|Fantasy
473,James and the Giant Peach (1996),tt0116683,Animation|Adventure|Family|Fantasy|Musical
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),tt0057012,Comedy|War
475,Trainspotting (1996),tt0117951,Drama
476,"First Wives Club, The (1996)",tt0116313,Comedy
477,Matilda (1996),tt0117008,Comedy|Family|Fantasy
478,"Philadelphia Story, The (1940)",tt0032904,Comedy|Romance
479,Vertigo (1958),tt0052357,Mystery|Romance|Thriller
480,North by Northwest (1959),tt0053125,Action|Adventure|Mystery|Thriller
481,"Apartment, The (1960)",tt0053604,Comedy|Drama|Romance
482,Some Like It Hot (1959),tt0053291,Comedy|Music|Romance
483,Casablanca (1942),tt0034583,Drama|Romance|War
484,"Maltese Falcon, The (1941)",tt0033870,Crime|Film-Noir|Mystery|Romance
485,My Fair Lady (1964),tt0058385,Drama|Family|Musical|Romance
486,Sabrina (1954),tt0047437,Comedy|Drama|Romance
487,Roman Holiday (1953),tt0046250,Comedy|Romance
488,Sunset Blvd. (1950),tt0043014,Drama|Film-Noir
489,Notorious (1946),tt0038787,Drama|Film-Noir|Romance|Thriller
490,To Catch a Thief (1955),tt0048728,Mystery|Romance|Thriller
491,"Adventures of Robin Hood, The (1938)",tt0029843,Action|Adventure|Romance
492,East of Eden (1955),tt0048028,Drama
493,"Thin Man, The (1934)",tt0025878,Comedy|Mystery
494,His Girl Friday (1940),tt0032599,Comedy|Drama|Romance
495,Around the World in 80 Days (1956),tt0048960,Adventure|Comedy|Family|Romance
496,It's a Wonderful Life (1946),tt0038650,Drama|Family|Fantasy|Romance
497,Bringing Up Baby (1938),tt0029947,Comedy
498,"African Queen, The (1951)",tt0043265,Adventure|Drama|Romance|War
499,Cat on a Hot Tin Roof (1958),tt0051459,Drama
500,Fly Away Home (1996),tt0116329,Adventure|Drama|Family
501,Dumbo (1941),tt0033563,Animation|Adventure|Drama|Family|Fantasy|Musical
502,Bananas (1971),tt0066808,Comedy
503,"Candidate, The (1972)",tt0068334,Comedy|Drama
504,Bonnie and Clyde (1967),tt0061418,Action|Biography|Crime|Drama
505,Dial M for Murder (1954),tt0046912,Crime|Thriller
506,Rebel Without a Cause (1955),tt0048545,Drama
507,"Streetcar Named Desire, A (1951)",tt0044081,Drama
508,"People vs. Larry Flynt, The (1996)",tt0117318,Biography|Drama
509,My Left Foot (1989),tt0097937,Biography|Drama
510,"Magnificent Seven, The (1954)",tt0054047,Action|Adventure|Western
511,Lawrence of Arabia (1962),tt0056172,Adventure|Biography|Drama|War
512,Wings of Desire (1987),tt0093191,Drama|Fantasy|Romance
513,"Third Man, The (1949)",tt0041959,Film-Noir|Mystery|Thriller
514,Annie Hall (1977),tt0075686,Comedy|Romance
515,"Boot, Das (1981)",tt0082096,Drama|War
516,Local Hero (1983),tt0085859,Comedy|Drama
517,Manhattan (1979),tt0079522,Comedy|Drama|Romance
518,Miller's Crossing (1990),tt0100150,Crime|Drama|Thriller
519,"Treasure of the Sierra Madre, The (1948)",tt0040897,Adventure|Drama|Western
520,"Great Escape, The (1963)",tt0057115,Adventure|Drama|History|Thriller|War
521,"Deer Hunter, The (1978)",tt0077416,Drama|War
522,Down by Law (1986),tt0090967,Comedy|Crime|Drama
523,Cool Hand Luke (1967),tt0061512,Crime|Drama
524,"Great Dictator, The (1940)",tt0032553,Comedy|Drama|War
525,"Big Sleep, The (1946)",tt0038355,Crime|Film-Noir|Mystery|Thriller
526,Ben-Hur (1959),tt0052618,Adventure|Drama|History
527,Gandhi (1982),tt0083987,Biography|Drama
528,"Killing Fields, The (1984)",tt0087553,Biography|Drama|History|War
529,My Life as a Dog (Mitt liv som hund) (1985),tt0089606,Drama|Comedy
530,"Man Who Would Be King, The (1975)",tt0073341,Adventure|History|War
531,Shine (1996),tt0117631,Biography|Drama|Music|Romance
532,Kama Sutra: A Tale of Love (1996),tt0116743,Crime|Drama|History|Romance
533,"Daytrippers, The (1996)",tt0116041,Comedy|Drama
534,Traveller (1997),tt0120366,Crime|Drama|Romance
535,Addicted to Love (1997),tt0118556,Comedy|Romance
536,Ponette (1996),tt0117359,Drama
537,My Own Private Idaho (1991),tt0102494,Drama
538,Anastasia (1997),tt0118617,Animation|Adventure|Drama|Family|Fantasy|Musical|Mystery|Romance
539,Mouse Hunt (1997),tt0119715,Comedy
540,Money Train (1995),tt0113845,Action|Comedy|Crime|Drama|Thriller
541,Mortal Kombat (1995),tt0113855,Action|Adventure|Fantasy|Sci-Fi|Thriller
542,Pocahontas (1995),tt0114148,Animation|Adventure|Drama|Family|Musical|Romance
543,"Misérables, Les (1995)",tt0113828,Drama|History
544,Things to Do in Denver when You're Dead (1995),tt0114660,Crime|Drama|Thriller
545,Vampire in Brooklyn (1995),tt0114825,Comedy|Fantasy|Horror|Romance
546,Broken Arrow (1996),tt0115759,Action|Adventure|Thriller
547,"Young Poisoner's Handbook, The (1995)",tt0115033,Crime|Drama
548,"NeverEnding Story III, The (1994)",tt0110647,Adventure|Comedy|Family|Fantasy
549,Rob Roy (1995),tt0114287,Adventure|Biography|Drama|History
550,Die Hard: With a Vengeance (1995),tt0112864,Action|Adventure|Thriller
551,Lord of Illusions (1995),tt0113690,Horror|Mystery|Thriller
552,Species (1995),tt0114508,Action|Horror|Sci-Fi|Thriller
553,"Walk in the Clouds, A (1995)",tt0114887,Drama|Romance
554,Waterworld (1995),tt0114898,Action|Adventure|Sci-Fi
555,White Man's Burden (1995),tt0114928,Drama|Thriller
556,Wild Bill (1995),tt0114938,Action|Biography|Western
557,Farinelli: il castrato (1994),tt0109771,Biography|Drama|Music
558,Heavenly Creatures (1994),tt0110005,Biography|Crime|Drama|Thriller
559,Interview with the Vampire (1994),tt0110148,Drama|Fantasy|Horror
560,"Kid in King Arthur's Court, A (1995)",tt0113538,Adventure|Comedy|Family|Fantasy|Romance
561,Mary Shelley's Frankenstein (1994),tt0109836,Drama|Horror|Romance|Sci-Fi
562,"Quick and the Dead, The (1995)",tt0114214,Action|Romance|Thriller|Western
563,Stephen King's The Langoliers (1995),,
564,Tales from the Hood (1995),tt0114609,Crime|Drama|Horror|Thriller
565,Village of the Damned (1995),tt0114852,Horror|Sci-Fi|Thriller
566,Clear and Present Danger (1994),tt0109444,Action|Crime|Drama|Thriller
567,Wes Craven's New Nightmare (1994),tt0111686,Fantasy|Horror|Mystery|Thriller
568,Speed (1994),tt0111257,Action|Adventure|Thriller
569,Wolf (1994),tt0111742,Drama|Horror|Romance|Thriller
570,Wyatt Earp (1994),tt0111756,Adventure|Biography|Drama|Western
571,Another Stakeout (1993),tt0106292,Comedy|Crime
572,Blown Away (1994),tt0109303,Action|Crime|Drama|Thriller
573,Body Snatchers (1993),tt0106452,Horror|Sci-Fi
574,Boxing Helena (1993),tt0106471,Drama|Mystery|Romance|Thriller
575,City Slickers II: The Legend of Curly's Gold (1994),tt0109439,Comedy|Western
576,Cliffhanger (1993),tt0106582,Action|Adventure|Thriller
577,Coneheads (1993),tt0106598,Comedy|Sci-Fi
578,Demolition Man (1993),tt0106697,Action|Sci-Fi|Thriller
579,Fatal Instinct (1993),tt0106873,Comedy|Crime|Thriller
580,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",,
581,Kalifornia (1993),tt0107302,Crime|Drama|Thriller
582,"Piano, The (1993)",tt0107822,Drama|Music|Romance
583,Romeo Is Bleeding (1993),tt0107983,Crime|Drama|Romance
584,"Secret Garden, The (1993)",tt0108071,Drama|Family|Fantasy
585,Son in Law (1993),tt0108186,Comedy|Drama|Romance
586,Terminal Velocity (1994),tt0111400,Action|Mystery|Romance|Thriller
587,"Hour of the Pig, The (1993)",tt0107146,Crime|Drama|History|Mystery
588,Beauty and the Beast (1991),tt0101414,Animation|Family|Fantasy|Musical|Romance
589,"Wild Bunch, The (1969)",tt0065214,Action|Adventure|Western
590,Hellraiser: Bloodline (1996),tt0116514,Horror|Sci-Fi
591,Primal Fear (1996),tt0117381,Crime|Drama|Mystery|Thriller
592,True Crime (1995),tt0114736,Crime|Drama|Mystery|Thriller
593,Stalingrad (1993),tt0108211,Drama|War
594,Heavy (1995),tt0113280,Drama|Romance
595,"Fan, The (1996)",tt0116277,Action|Drama|Sport|Thriller
596,"Hunchback of Notre Dame, The (1996)",tt0116583,Animation|Drama|Family|Musical|Romance
597,Eraser (1996),tt0116213,Action|Crime|Thriller
598,"Big Squeeze, The (1996)",tt0115680,Comedy|Crime|Drama
599,Police Story 4: Project S (Chao ji ji hua) (1993),,
600,Daniel Defoe's Robinson Crusoe (1996),tt0117496,Adventure|Drama
601,For Whom the Bell Tolls (1943),tt0035896,Adventure|Drama|History|Romance|War
602,"American in Paris, An (1951)",tt0043278,Drama|Musical|Romance
603,Rear Window (1954),tt0047396,Mystery|Thriller
604,It Happened One Night (1934),tt0025316,Comedy|Romance
605,Meet Me in St. Louis (1944),tt0037059,Comedy|Drama|Family|Musical|Romance
606,All About Eve (1950),tt0042192,Drama
607,Rebecca (1940),tt0032976,Drama|Film-Noir|Mystery|Romance|Thriller
608,Spellbound (1945),tt0038109,Film-Noir|Mystery|Romance|Thriller
609,Father of the Bride (1950),tt0042451,Comedy|Romance
610,Gigi (1958),tt0051658,Comedy|Musical|Romance
611,Laura (1944),tt0037008,Drama|Film-Noir|Mystery
612,Lost Horizon (1937),tt0029162,Adventure|Drama|Fantasy|Mystery
613,My Man Godfrey (1936),tt0028010,Comedy|Drama|Romance
614,Giant (1956),tt0049261,Drama|Western
615,"39 Steps, The (1935)",tt0026029,Crime|Mystery|Thriller
616,Night of the Living Dead (1968),tt0063350,Horror|Thriller
617,"Blue Angel, The (Blaue Engel, Der) (1930)",tt0020697,Drama|Music
618,Picnic (1955),tt0048491,Drama|Romance
619,Extreme Measures (1996),tt0116259,Crime|Drama|Mystery|Thriller
620,"Chamber, The (1996)",tt0115862,Crime|Drama|Thriller
621,"Davy Crockett, King of the Wild Frontier (1955)",tt0047977,Adventure|Drama|Family|Western
622,Swiss Family Robinson (1960),tt0054357,Adventure|Family
623,Angels in the Outfield (1994),tt0109127,Comedy|Family|Fantasy|Sport
624,"Three Caballeros, The (1945)",tt0038166,Animation|Comedy|Family|Fantasy|Musical
625,"Sword in the Stone, The (1963)",tt0057546,Animation|Adventure|Comedy|Family|Fantasy|Musical
626,So Dear to My Heart (1949),tt0041890,Animation|Drama|Family|Musical
627,Robin Hood: Prince of Thieves (1991),tt0102798,Action|Adventure|Drama|Romance
628,Sleepers (1996),tt0117665,Crime|Drama|Thriller
629,Victor/Victoria (1982),tt0084865,Comedy|Music|Romance
630,"Great Race, The (1965)",tt0059243,Action|Adventure|Comedy|Family|Romance|Sport|Western
631,"Crying Game, The (1992)",tt0104036,Crime|Drama|Romance|Thriller
632,Sophie's Choice (1982),tt0084707,Drama|Romance
633,"Christmas Carol, A (1938)",tt0029992,Drama|Family|Fantasy
634,Microcosmos: Le peuple de l'herbe (1996),tt0117040,Documentary
635,"Fog, The (1980)",tt0080749,Horror|Thriller
636,Escape from New York (1981),tt0082340,Action|Adventure|Sci-Fi
637,"Howling, The (1981)",,
638,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",tt0084589,Biography|Crime|Drama|History|Mystery|Romance
639,"Tin Drum, The (Blechtrommel, Die) (1979)",tt0078875,Drama|War
640,"Cook the Thief His Wife & Her Lover, The (1989)",tt0097108,Crime|Drama
641,Paths of Glory (1957),tt0050825,Drama|War
642,"Grifters, The (1990)",tt0099703,Crime|Drama|Thriller
643,The Innocent (1994),,
644,"Thin Blue Line, The (1988)",tt0096257,Documentary|Crime
645,Paris Is Burning (1990),tt0100332,Documentary
646,Once Upon a Time in the West (1969),tt0064116,Western
647,Ran (1985),tt0089881,Action|Drama|War
648,"Quiet Man, The (1952)",tt0045061,Comedy|Drama|Romance
649,Once Upon a Time in America (1984),tt0087843,Crime|Drama
650,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",tt0050976,Drama|Fantasy
651,Glory (1989),tt0097441,Biography|Drama|History|War
652,Rosencrantz and Guildenstern Are Dead (1990),tt0100519,Comedy|Drama
653,Touch of Evil (1958),tt0052311,Crime|Drama|Film-Noir|Thriller
654,Chinatown (1974),tt0071315,Drama|Mystery|Thriller
655,Stand by Me (1986),tt0092005,Adventure|Drama
656,M (1931),tt0022100,Crime|Mystery|Thriller
657,"Manchurian Candidate, The (1962)",tt0056218,Drama|Thriller
658,Pump Up the Volume (1990),tt0100436,Comedy|Drama|Music
659,Arsenic and Old Lace (1944),tt0036613,Comedy|Crime|Thriller
660,Fried Green Tomatoes (1991),tt0101921,Drama
661,High Noon (1952),tt0044706,Drama|Thriller|Western
662,Somewhere in Time (1980),tt0081534,Drama|Fantasy|Romance
663,Being There (1979),tt0078841,Comedy|Drama
664,"Paris, Texas (1984)",tt0087884,Drama
665,Alien 3 (1992),tt0103644,Action|Horror|Sci-Fi
666,Blood For Dracula (Andy Warhol's Dracula) (1974),tt0071233,Horror
667,Audrey Rose (1977),tt0075704,Drama|Fantasy|Horror|Thriller
668,Blood Beach (1981),tt0082083,Comedy|Horror|Sci-Fi
669,Body Parts (1991),tt0101492,Horror|Sci-Fi|Thriller
670,Body Snatchers (1993),tt0106452,Horror|Sci-Fi
671,Bride of Frankenstein (1935),tt0026138,Drama|Horror|Sci-Fi
672,Candyman (1992),tt0103919,Horror|Thriller
673,Cape Fear (1962),tt0055824,Drama|Thriller
674,Cat People (1982),tt0083722,Fantasy|Horror|Thriller
675,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",tt0013442,Fantasy|Horror
676,"Crucible, The (1996)",tt0115988,Drama|History
677,Fire on the Mountain (1996),tt0116310,Documentary
678,Volcano (1997),tt0120461,Action|Drama|Sci-Fi|Thriller
679,Conan the Barbarian (1981),tt0082198,Action|Adventure|Fantasy
680,Kull the Conqueror (1997),tt0119484,Action|Adventure|Fantasy
681,Wishmaster (1997),tt0120524,Fantasy|Horror
682,I Know What You Did Last Summer (1997),tt0119345,Horror|Mystery
683,Rocket Man (1997),tt0120029,Comedy|Family|Sci-Fi
684,In the Line of Fire (1993),tt0107206,Action|Crime|Drama|Thriller
685,Executive Decision (1996),tt0116253,Action|Adventure|Thriller
686,"Perfect World, A (1993)",tt0107808,Crime|Drama|Thriller
687,McHale's Navy (1997),tt0119640,Action|Comedy
688,Leave It to Beaver (1997),tt0119509,Comedy|Family
689,"Jackal, The (1997)",tt0119395,Action|Crime|Drama|Thriller
690,Seven Years in Tibet (1997),tt0120102,Adventure|Biography|Drama|History|War
691,Dark City (1998),tt0118929,Fantasy|Mystery|Sci-Fi|Thriller
692,"American President, The (1995)",tt0112346,Comedy|Drama|Romance
693,Casino (1995),tt0112641,Crime|Drama
694,Persuasion (1995),tt0114117,Drama
695,Kicking and Screaming (1995),tt0113537,Comedy|Drama|Romance
696,City Hall (1996),tt0115907,Crime|Drama|Mystery|Thriller
697,"Basketball Diaries, The (1995)",tt0112461,Biography|Crime|Drama|Sport
698,"Browning Version, The (1994)",tt0109340,Drama
699,Little Women (1994),tt0110367,Drama|Family|Romance
700,Miami Rhapsody (1995),tt0113808,Comedy|Romance
701,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",tt0107472,Documentary|Biography|History
702,Barcelona (1994),tt0109219,Comedy|Drama|Romance
703,Widows' Peak (1994),tt0111712,Comedy|Crime|Mystery|Thriller
704,"House of the Spirits, The (1993)",tt0107151,Drama|Romance
705,Singin' in the Rain (1952),tt0045152,Comedy|Musical|Romance
706,Bad Moon (1996),tt0115610,Horror|Thriller
707,Enchanted April (1991),tt0101811,Drama
708,"Sex, Lies, and Videotape (1989)",tt0098724,Drama
709,Strictly Ballroom (1992),tt0105488,Comedy|Drama|Music|Romance
710,Better Off Dead... (1985),tt0088794,Comedy|Romance
711,"Substance of Fire, The (1996)",tt0117773,Drama
712,Tin Men (1987),tt0094155,Comedy|Drama
713,Othello (1995),tt0114057,Drama|Romance
714,Carrington (1995),tt0112637,Biography|Drama|Romance
715,To Die For (1995),tt0114681,Comedy|Crime|Drama|Thriller
716,Home for the Holidays (1995),tt0113321,Comedy|Drama|Romance
717,"Juror, The (1996)",tt0116731,Crime|Drama|Thriller
718,In the Bleak Midwinter (1995),tt0113403,Comedy
719,Canadian Bacon (1994),tt0109370,Comedy
720,First Knight (1995),tt0113071,Action|Adventure|Drama|Romance
721,Mallrats (1995),tt0113749,Comedy|Romance
722,Nine Months (1995),tt0113986,Comedy|Romance
723,Boys on the Side (1995),tt0112571,Comedy|Drama
724,Circle of Friends (1995),tt0112679,Drama|Romance
725,Exit to Eden (1994),tt0109758,Comedy|Crime|Romance|Thriller
726,Fluke (1995),tt0113089,Drama|Family|Fantasy
727,Immortal Beloved (1994),tt0110116,Biography|Drama|Music|Romance
728,Junior (1994),tt0110216,Comedy|Romance|Sci-Fi
729,Nell (1994),tt0110638,Drama
730,"Queen Margot (Reine Margot, La) (1994)",tt0110963,Biography|Drama|History|Romance
731,"Corrina, Corrina (1994)",tt0109484,Comedy|Drama|Romance
732,Dave (1993),tt0106673,Comedy|Romance
733,Go Fish (1994),tt0109913,Comedy|Drama|Romance
734,Made in America (1993),tt0107478,Comedy
735,Philadelphia (1993),tt0107818,Drama
736,Shadowlands (1993),tt0108101,Biography|Drama|Romance
737,Sirens (1994),tt0111201,Comedy|Drama|Romance
738,Threesome (1994),tt0111418,Comedy|Drama|Romance
739,Pretty Woman (1990),tt0100405,Comedy|Romance
740,Jane Eyre (1996),tt0116684,Drama|Romance
741,"Last Supper, The (1995)",tt0113613,Comedy|Crime|Drama|Thriller
742,Ransom (1996),tt0117438,Action|Crime|Thriller
743,"Crow: City of Angels, The (1996)",tt0115986,Action|Crime|Fantasy|Horror|Thriller
744,Michael Collins (1996),tt0117039,Biography|Drama|Thriller|War
745,"Ruling Class, The (1972)",tt0069198,Comedy|Drama|Musical
746,Real Genius (1985),tt0089886,Comedy|Romance|Sci-Fi
747,Benny & Joon (1993),tt0106387,Comedy|Drama|Romance
748,"Saint, The (1997)",tt0120053,Action|Adventure|Romance|Sci-Fi|Thriller
749,"MatchMaker, The (1997)",tt0119632,Comedy|Romance
750,Amistad (1997),tt0118607,Biography|Drama|History
751,Tomorrow Never Dies (1997),tt0120347,Action|Adventure|Thriller
752,"Replacement Killers, The (1998)",tt0120008,Action|Crime|Thriller
753,Burnt By the Sun (1994),tt0111579,Drama|War
754,Red Corner (1997),tt0119994,Crime|Drama|Thriller
755,Jumanji (1995),tt0113497,Adventure|Comedy|Family|Fantasy
756,Father of the Bride Part II (1995),tt0113041,Comedy|Family|Romance
757,Across the Sea of Time (1995),tt0112286,Adventure|Drama|Family|History
758,Lawnmower Man 2: Beyond Cyberspace (1996),tt0116839,Action|Sci-Fi|Thriller
759,Fair Game (1995),tt0113010,Action|Romance|Thriller
760,Screamers (1995),tt0114367,Horror|Sci-Fi|Thriller
761,Nick of Time (1995),tt0113972,Action|Crime|Drama|Thriller
762,Beautiful Girls (1996),tt0115639,Comedy|Drama|Romance
763,Happy Gilmore (1996),tt0116483,Comedy|Sport
764,If Lucy Fell (1996),tt0116606,Comedy|Romance
765,Boomerang (1992),tt0103859,Comedy|Drama|Romance
766,Man of the Year (1995),tt0113756,Comedy|Romance
767,"Addiction, The (1995)",tt0112288,Drama|Horror
768,Casper (1995),tt0112642,Comedy|Family|Fantasy
769,Congo (1995),tt0112715,Action|Adventure|Mystery|Sci-Fi
770,Devil in a Blue Dress (1995),tt0112857,Crime|Drama|Mystery|Thriller
771,Johnny Mnemonic (1995),tt0113481,Action|Drama|Sci-Fi|Thriller
772,Kids (1995),tt0113540,Drama
773,Mute Witness (1994),tt0110604,Crime|Horror|Thriller
774,"Prophecy, The (1995)",tt0114194,Action|Crime|Drama|Fantasy|Horror|Mystery|Thriller
775,Something to Talk About (1995),tt0114496,Comedy|Drama|Romance
776,Three Wishes (1995),tt0114663,Drama|Family|Fantasy
777,Castle Freak (1995),tt0112643,Drama|Horror|Mystery|Thriller
778,Don Juan DeMarco (1995),tt0112883,Comedy|Drama|Romance
779,Drop Zone (1994),tt0109676,Action|Adventure|Thriller
780,Dumb & Dumber (1994),tt0109686,Comedy
781,French Kiss (1995),tt0113117,Comedy|Drama|Romance
782,Little Odessa (1994),tt0110365,Crime|Drama
783,Milk Money (1994),tt0110516,Comedy|Romance
784,Beyond Bedlam (1993),tt0106402,Comedy|Horror
785,Only You (1994),tt0110737,Comedy|Romance
786,"Perez Family, The (1995)",tt0114113,Comedy|Romance|Drama
787,Roommates (1995),tt0114296,Comedy|Drama
788,Relative Fear (1994),tt0110965,Drama|Horror|Thriller
789,Swimming with Sharks (1995),tt0114594,Comedy|Crime
790,Tommy Boy (1995),tt0114694,Adventure|Comedy
791,"Baby-Sitters Club, The (1995)",tt0112435,Comedy|Drama|Family
792,Bullets Over Broadway (1994),tt0109348,Comedy|Crime
793,Crooklyn (1994),tt0109504,Comedy|Drama
794,It Could Happen to You (1994),tt0110167,Comedy|Drama|Romance
795,Richie Rich (1994),tt0110989,Comedy|Family
796,Speechless (1994),tt0111256,Comedy|Romance
797,Timecop (1994),tt0111438,Action|Crime|Sci-Fi|Thriller
798,Bad Company (1995),tt0112443,Crime|Drama|Thriller
799,Boys Life (1995),tt0112570,Drama
800,In the Mouth of Madness (1995),tt0113409,Drama|Fantasy|Horror|Mystery|Thriller
801,"Air Up There, The (1994)",tt0109067,Comedy|Family|Sport
802,Hard Target (1993),tt0107076,Action|Crime|Thriller
803,Heaven & Earth (1993),tt0107096,Action|Biography|Drama|History|War
804,Jimmy Hollywood (1994),tt0110197,Crime|Comedy|Drama
805,Manhattan Murder Mystery (1993),tt0107507,Comedy|Mystery
806,Menace II Society (1993),tt0107554,Crime|Drama|Thriller
807,Poetic Justice (1993),tt0107840,Drama|Romance
808,"Program, The (1993)",tt0107889,Action|Drama|Romance|Sport
809,Rising Sun (1993),tt0107969,Action|Crime|Drama|Mystery|Thriller
810,"Shadow, The (1994)",tt0111143,Action|Adventure|Crime|Fantasy|Mystery|Thriller
811,Thirty-Two Short Films About Glenn Gould (1993),tt0108328,Biography|Drama|Music
812,Andre (1994),tt0109120,Adventure|Drama|Family
813,"Celluloid Closet, The (1995)",tt0112651,Documentary|History
814,"Great Day in Harlem, A (1994)",tt0109934,Documentary|Music
815,One Fine Day (1996),tt0117247,Comedy|Drama|Romance
816,Candyman: Farewell to the Flesh (1995),tt0112625,Horror|Thriller
817,Frisk (1995),tt0113122,Drama|Thriller
818,Girl 6 (1996),tt0116414,Comedy|Drama
819,Eddie (1996),tt0116168,Comedy|Sport
820,Space Jam (1996),tt0117705,Animation|Adventure|Comedy|Family|Fantasy|Sci-Fi|Sport
821,Mrs. Winterbourne (1996),tt0117104,Comedy|Drama|Romance
822,Faces (1968),tt0062952,Drama
823,Mulholland Falls (1996),tt0117107,Crime|Drama|Mystery|Thriller
824,"Great White Hype, The (1996)",tt0116448,Comedy|Sport
825,"Arrival, The (1996)",tt0115571,Mystery|Sci-Fi|Thriller
826,"Phantom, The (1996)",tt0117331,Action|Adventure|Comedy|Fantasy
827,Daylight (1996),tt0116040,Action|Adventure|Drama|Thriller
828,Alaska (1996),tt0115493,Adventure|Family
829,Fled (1996),tt0116320,Action|Adventure|Crime|Drama|Romance
830,Power 98 (1995),tt0114170,Action|Mystery|Thriller
831,Escape from L.A. (1996),tt0116225,Action|Adventure|Sci-Fi|Thriller
832,Bogus (1996),tt0115725,Comedy|Family|Fantasy
833,Bulletproof (1996),tt0115783,Action|Comedy|Crime
834,Halloween: The Curse of Michael Myers (1995),,
835,"Gay Divorcee, The (1934)",tt0025164,Comedy|Musical|Romance
836,Ninotchka (1939),tt0031725,Comedy|Romance
837,Meet John Doe (1941),tt0033891,Comedy|Drama|Romance
838,In the Line of Duty 2 (1987),tt0093229,Action|Comedy|Crime|Drama
839,Loch Ness (1995),tt0113682,Adventure|Drama|Fantasy|Mystery|Romance
840,Last Man Standing (1996),tt0116830,Action|Crime|Drama|Thriller
841,"Glimmer Man, The (1996)",tt0116421,Action|Comedy|Crime|Drama|Thriller
842,Pollyanna (1960),tt0054195,Comedy|Drama|Family
843,"Shaggy Dog, The (1959)",tt0053271,Comedy|Family|Fantasy
844,Freeway (1996),tt0116361,Crime|Drama|Thriller
845,That Thing You Do! (1996),tt0117887,Comedy|Drama|Music
846,To Gillian on Her 37th Birthday (1996),tt0117924,Drama|Fantasy|Romance
847,Looking for Richard (1996),tt0116913,Documentary|Drama
848,"Murder, My Sweet (1944)",tt0037101,Crime|Drama|Film-Noir|Mystery|Thriller
